License Number,License Type,Business Name,DBA Name,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,License Status
01729,Mold Assessment Contractor License (SH125),Exit Repairs Corp,,"2530 Ocean Ave, Ste 11A",,BROOKLYN,NY,11229,9293394316,05/19/2022,09/30/2024,Expired
26-6L9LU-SHMO,Mold Remediation Contractor License (SH126),Expert Environmental & Construction Group LLC,,620 Park Ave,Suite 135,Rochester,NY,14607,8003977914,01/08/2026,01/31/2028,Active
25-6HJHZ-SHMO,Mold Remediation Contractor License (SH126),Express Mold Removal Corp.,,82-45 212th Street,,Queens Village,NY,11427,7187727725,07/30/2025,08/31/2026,Expired
26-6SAPF-SHMO,Mold Assessment Contractor License (SH125),F.W. Webb Company,,832 Dyer Avenue,,Cranston,RI,02920,4017327600,01/23/2026,01/31/2028,Active
25-671DI-SHMO,Mold Assessment Contractor License (SH125),FIRE SHIELD RESTORATION LLC,,Post Office Box 100621,,Brooklyn,NY,11210,3474418539,12/17/2025,12/31/2027,Active
26-66QQU-SHMO,Mold Assessment Contractor License (SH125),FOUNDATION FIRST INSPECTIONS LLC,,1 W Kenmar Road,,Menands,NY,12204,5188108283,03/27/2026,03/31/2028,Active
23-61VG6-SHMO,Mold Remediation Contractor License (SH126),FR Remediation LLC,,1244 E 32nd Street,,Brooklyn,NY,11210,3474070295,09/29/2023,09/30/2025,Expired
25-6UJXN-SHMO,Mold Assessment Contractor License (SH125),Febeosa Environmental Services LLC,,5022 Avenue D,,BROOKLYN,NY,11203,9294340660,07/18/2025,07/31/2027,Active
26-6ZCUQ-SHMO,Mold Assessment Contractor License (SH125),Filtrite Maintenance Inc.,Filtrite,1471 Hempstead Tpke,,Elmont,NY,11003,5163286088,03/10/2026,03/31/2028,Active
24-6ZEOC-SHMO,Mold Assessment Contractor License (SH125),Finger Lakes Mold Assessments LLC,,10 Malin Lane,,Penfield,NY,14526,5856834665,03/06/2024,03/31/2026,Expired
26-6AC74-SHMO,Mold Remediation Contractor License (SH126),"First Choice Restoration of Clinton County, LLC",,9409 State Route 9,,Chazy,NY,12921,5188463332,06/29/2026,06/30/2028,Active
26-69F5B-SHMO,Mold Assessment Contractor License (SH125),First Response Home Services LLC,,1219 7th Street,,West Babylon,NY,11704,6315875300,06/11/2026,06/30/2028,Active
25-6UXMR-SHMO,Mold Assessment Contractor License (SH125),Five Star Environmental Inc,,"7600 Shore Front Pkwy, 10N",,ARVERNE,NY,11692,7185515989,09/02/2025,09/30/2027,Active
25-6TT8G-SHMO,Mold Remediation Contractor License (SH126),Flower City Monitor Services Ltd.,,"25 Canterbury Rd, Ste 203",,ROCHESTER,NY,14607,5855036944,06/23/2025,06/30/2027,Active
25-6TKEB-SHMO,Mold Remediation Contractor License (SH126),Ford Fam productions LLC,Stanley Steemeer,2319 Genesee St,,BUFFALO,NY,14225,6106371987,03/10/2025,03/31/2027,Active
26-66BE4-SHMO,Mold Assessment Contractor License (SH125),Foxy Inspections LLC,,39 Berwynn Rd Apt B8,,Harriman,NY,10926,8456185328,02/11/2026,02/29/2028,Active
24-6SDLN-SHMO,Mold Assessment Contractor License (SH125),Free Ink. Limited Liability Company,,115 Denniston Drive,,New Windsor,NY,12553,9146714937,01/30/2024,01/31/2026,Expired
25-65IOG-SHMO,Mold Assessment Contractor License (SH125),FrontLine Restore LLC,,215 W Hoffman Ave,,Lindenhurst,NY,11757,6315577700,05/16/2025,05/31/2027,Active
24-6AQAU-SHMO,Mold Assessment Contractor License (SH125),"Fuss & O'Neill, Inc.",,1 Financial Plaza,15th Floor,Hartford,CT,06103,8606462469,06/12/2024,06/30/2026,Expired
26-63P7H-SHMO,Mold Remediation Contractor License (SH126),G-Net Construction Corp,,360 Targee Street,,Staten Island,NY,10304,7184477878,03/12/2026,03/31/2028,Active
25-6L8QO-SHMO,Mold Remediation Contractor License (SH126),G.C. Upstate Environmental Solutions Corp,,196 Laurel Road,,East Northport,NY,11731,6313920626,09/12/2025,09/30/2027,Active
25-6IF31-SHMO,Mold Assessment Contractor License (SH125),"GCI Environmental Advisory, Inc.",,122 East 42nd Street,,New York,NY,10168,2129869460,12/09/2025,12/31/2027,Active
24-6ZXKH-SHMO,Mold Remediation Contractor License (SH126),GK Equity Holdings Inc.,,133 Crystal Beach Blvd,,MORICHES,NY,11955,,03/21/2024,12/31/2025,Expired
26-6AZDZ-SHMO,Mold Remediation Contractor License (SH126),GM Enterprise Corp,,33 Curie Ave,,Wallington,NJ,07057,9733435799,07/20/2026,07/31/2028,Active
00806,Mold Assessment Contractor License (SH125),GOTHAM INSPECTIONS LLC,,84 HENRY STREET,,ROOSEVELT,NY,11575,5164247628,07/14/2016,07/31/2024,Expired
24-64DVX-SHMO,Mold Remediation Contractor License (SH126),GREEN ISLAND GROUP CORPORATIVE INC.,,380 central ave,,bohemia,NY,11716,6314563720,12/18/2024,12/31/2026,Active
25-6LTDU-SHMO,Mold Assessment Contractor License (SH125),"Gallagher Bassett Services, Inc.",,2850 Golf Road,,ROLLING MEADOWS,IL,60008,2126319000,12/11/2025,12/31/2027,Active
24-64BY3-SHMO,Mold Remediation Contractor License (SH126),Garrity Contracting LLC,,"40 E 94st Street, 15C",,NEW YORK,NY,10128,2127223468,12/13/2024,12/31/2026,Active
01486,Mold Assessment Contractor License (SH125),Genesys Construction Corp,,263 80th Street,,Brooklyn,NY,11209,7183962700,03/03/2020,03/31/2024,Expired
25-6t8ij-shmo,Mold Remediation Contractor License (SH126),George F Dunlop Jr,Tri-State Mold Remediation of Orange County,259 Fostertown Rd,"Newburgh, NY 12550",Newburgh,NY,12550,8457846717,04/18/2025,04/30/2027,Active
23-6UMF5-SHMO,Mold Remediation Contractor License (SH126),Global Restoration Services Inc,,360-2 Knickerbocker Ave,,BOHEMIA,NY,11716,6312957133,08/07/2023,06/30/2025,Expired
26-66RIF-SHMO,Mold Remediation Contractor License (SH126),Goldberg Preservation Services LLC,,182 Florentia East,,Corning,NY,14830,6073683903,02/24/2026,02/29/2028,Active
26-6ZX59-SHMO,Mold Remediation Contractor License (SH126),Goldstar Restoration LLC,,1733 Flatbush Ave,,Brooklyn,NY,11210,7187474341,04/21/2026,04/30/2028,Active
26-6I38I-SHMO,Mold Remediation Contractor License (SH126),Grayson Estates Enterprises LLC,Gray's Environmental & Construction,17 Oakwood Blvd,,Clifton Park,NY,12065,5182650536,03/17/2026,03/31/2028,Active
26-6LJIQ-SHMO,Mold Assessment Contractor License (SH125),Green Earth Environmental Consultants LLC,,342 Orchard Road,,Jefferson Valley,NY,10535,6462595663,01/21/2026,01/31/2028,Active
00891,Mold Remediation Contractor License (SH126),Green Island Group Corporative Inc.,,45-7 Knickerbocker Ave,,Bohemia,NY,11716,6312565711,11/01/2016,11/30/2024,Expired
26-6ST1P-SHMO,Mold Assessment Contractor License (SH125),"Green Path Environmental, Inc.",GPE,26 Ramblewood Avenue,,Staten island,NY,10308,3472762339,03/10/2026,03/31/2028,Active
25-6SC86-SHMO,Mold Remediation Contractor License (SH126),Green Tree Environmental LLC,,356 Paradise Road,,CENTRAL SQUARE,NY,13036,,12/29/2025,12/31/2027,Active
24-63RRY-SHMO,Mold Remediation Contractor License (SH126),Greenfield USA Corp.,,3010 Grand Avenue,,Baldwin,NY,11510,7189970555,09/04/2024,03/31/2026,Expired
24-631FQ-SHMO,Mold Assessment Contractor License (SH125),Gregory Sanchez,Certified Home Inspections,36 E Claremont Dr,,VOORHEESVILLE,NY,12186,5187652042,10/30/2024,03/31/2025,Expired
24-6S5P8-SHMO,Mold Assessment Contractor License (SH125),Guardian Angel Home Inspection Services NYPA LLC,,223 N Evergreen Drive,,Selden,NY,11784,6313463729,02/20/2024,12/31/2025,Expired
00453,Mold Assessment Contractor License (SH125),"H & H Environmental Construction & Consulting, Inc.",,645 Route 212,,SAUGERTIES,NY,12477,8457070265,03/15/2016,03/31/2024,Expired
25-6IEC1-SHMO,Mold Assessment Contractor License (SH125),H.N.S.T. Mold Inspections LLC,,15 Johnsontown Rd,,SLOATSBURG,NY,10974,8452159258,12/24/2025,12/31/2027,Active
25-67QAE-SHMO,Mold Assessment Contractor License (SH125),HATZLOCHA INC.,,88 Forshay Road,,Monsey,NY,10952,8453647277,12/05/2025,12/31/2027,Active
23-6IR96-SHMO,Mold Assessment Contractor License (SH125),HFK Safety Corp,,202 Springmeadow Drive,Unit C,Holbrook,NY,11741,2013148592,12/11/2023,12/31/2025,Expired
24-63EVV-SHMO,Mold Remediation Contractor License (SH126),HONEY CONSTRUCTION NY INC,,135-16 124TH STREET,,SOUTH OZONE PARK,NY,11420,9173462689,09/19/2024,11/30/2026,Active
25-645JQ-SHMO,Mold Assessment Contractor License (SH125),Hamilton Home Services LLC,,196 Hoosick Junction Rd.,,Hoosick Falls,NY,12090,9789065713,02/24/2025,02/28/2027,Active
23-6UYSO-SHMO,Mold Assessment Contractor License (SH125),Harisi Energy LLC,,55 Broad St,,Amsterdam,NY,12010,2038418476,06/22/2023,06/30/2025,Expired
24-6Z3XF-SHMO,Mold Remediation Contractor License (SH126),Hazardous Solutions Inc.,,101 CENTER STREET,,ONEONTA,NY,13820,9174207202,04/12/2024,04/30/2026,Expired
01550,Mold Assessment Contractor License (SH125),Healthy Home Restoration LLC,,143 Wyckoff Pl,,WOODMERE,NY,11598,5162061600,10/15/2020,10/31/2024,Expired
26-66SFQ-SHMO,Mold Remediation Contractor License (SH126),Hearthstone Property Maintenance Inc,,123 smith street,,poughkeepsie,NY,12601,6462797516,04/21/2026,04/30/2028,Active
25-6TPMU-SHMO,Mold Remediation Contractor License (SH126),"Hemco Environmental, LLC",,466 Main Street,LL60,New Rochelle,NY,10801,8774362636,05/27/2025,05/31/2027,Active
26-6ZUKH-SHMO,Mold Remediation Contractor License (SH126),Hi-Tech Environmental LLC,,320 Roebling Street,#232,Brooklyn,NY,11211,9179037288,02/19/2026,02/29/2028,Active
26-63TDQ-SHMO,Mold Remediation Contractor License (SH126),High Rock Contracting Inc.,,"2080 Fairport Nine Mile Point Rd, Suite 75",,Penfield,NY,14526,5852366140,08/04/2026,08/31/2028,Active
26-6ZVU4-SHMO,Mold Assessment Contractor License (SH125),"Hillmann Consulting, LLC",,1600 Route 22 East,Suite 107,Union,NJ,07083,9086887800,01/08/2026,03/31/2028,Active
24-63KKF-SHMO,Mold Assessment Contractor License (SH125),Hollis Home Inspection LLC,,2214 13th Street,,Troy,NY,12180,5184216069,09/27/2024,09/30/2026,Active
26-66DSU-SHMO,Mold Remediation Contractor License (SH126),Home Restoration Services LLC,,99 lynncliff rd,,hampton bays,NY,11946,6318333904,02/20/2026,02/29/2028,Active
24-6A4AG-SHMO,Mold Remediation Contractor License (SH126),Home-Ready Restoration LLC,Home-Ready Restoration LLC,200 Craig Avenue,,Freeport,NY,11520,9174098140,07/26/2024,07/31/2026,Expired
25-6tp94-shmo,Mold Assessment Contractor License (SH125),Homexpert Property Services LLC,,287 East Rockaway Rd,,Hewlett,NY,11557,5163065706,04/30/2025,05/31/2027,Active
24-63TH3-SHMO,Mold Remediation Contractor License (SH126),"Housing Preservation Services, LLC",,1069 East 29 St,,BROOKLYN,NY,11210,3479211477,10/29/2024,10/31/2026,Active
25-644B7-SHMO,Mold Assessment Contractor License (SH125),Hudson Valley Home Inspections LLC.,,28 Lakeview Dr,,Newburgh,NY,12550,8458633326,02/19/2025,02/28/2027,Active
23-6UUN5-SHMO,Mold Remediation Contractor License (SH126),Hudson Valley Restoration Services LLC,,189 Farraget Cir,,New Rochelle,NY,10801,9146038000,09/08/2023,09/30/2025,Expired
26-6SKXH-SHMO,Mold Assessment Contractor License (SH125),"Hydro-Environmental Technologies, Inc.",,54 Nonset Path,,Acton,MA,01720,9782634044,01/26/2026,01/31/2028,Active
26-6LOFS-SHMO,Mold Assessment Contractor License (SH125),Hyper Focused Mold Assessments Inc.,,8 E Willow St,,Massapequa,NY,11758,5163035425,02/27/2026,02/29/2028,Active
24-6A8J3-SHMO,Mold Assessment Contractor License (SH125),"IAQ Technologies, Inc.",,4851 McDonald Road,,Syracuse,NY,13215,3154222925,05/22/2024,01/31/2026,Expired
23-6UOBC-SHMO,Mold Remediation Contractor License (SH126),IG Restoration Group LLC,Green Restoration,304 Wilson Ave.,,Norwalk,CT,06854,2037421702,08/24/2023,08/31/2025,Expired
25-65O8D-SHMO,Mold Assessment Contractor License (SH125),IPR Associates and Environmental Inc.,,191-20 115 ROAD,,SAINT ALBANS,NY,11412,3472824144,04/28/2025,04/30/2027,Active
25-6UCWU-SHMO,Mold Remediation Contractor License (SH126),Immense Cleaning Solutions LLC,,1594 Unionport Rd STE Ma,,BRONX,NY,10462,7188394528,08/12/2025,08/31/2027,Active
24-6II77-SHMO,Mold Remediation Contractor License (SH126),Incinia Contracting Inc,,1360 Clifton Ave,Unit 365,Clifton,NJ,07012,9734509500,01/08/2024,01/31/2026,Expired
26-6ZENJ-SHMO,Mold Assessment Contractor License (SH125),Indoor Air Professionals Inc,,800 Commerce Parkway,,Lancaster,NY,14086,7166833000,02/11/2026,02/29/2028,Active
25-6uj7j-shmo,Mold Remediation Contractor License (SH126),Indoor Mold Specialist Inc,,1717 E 48th St,,BROOKLYN,NY,11234,8005969640,08/26/2025,08/31/2027,Active
26-69TOA-SHMO,Mold Remediation Contractor License (SH126),Insaren Inc.,,27 Citation Drive,,Freehold,NJ,07728,3477983855,07/22/2026,07/31/2028,Active
23-6U143-SHMO,Mold Assessment Contractor License (SH125),Inspective Home Inspection Corp.,,445 Broad Hollow Rd,Suite 25 #35,Melville,NY,11747,6315137482,09/07/2023,09/30/2025,Expired
01804,Mold Assessment Contractor License (SH125),"Integra Home Inspection Services, LLC",,1 Vischer Ferry Rd,,REXFORD,NY,12148,5185735311,10/31/2022,10/31/2024,Expired
25-6LIFZ-SHMO,Mold Remediation Contractor License (SH126),Interstate Restoration LLC,,"3401 Quorum Dr, Suite 300",,Fort Worth,TX,76113,8177345067,12/29/2025,12/31/2027,Active
25-6I8IQ-SHMO,Mold Remediation Contractor License (SH126),Isaac Heating & Air Conditioning Inc.,,50 Holleder Pkwy,,ROCHESTER,NY,14615,5855461400,10/10/2025,10/31/2027,Active
01702,Mold Assessment Contractor License (SH125),Island Wide Restoration NY LLC,,101 Summerfield Drive,,HOLTSVILLE,NY,11742,6313079130,02/22/2022,02/28/2024,Expired
24-63YPI-SHMO,Mold Remediation Contractor License (SH126),J and A Construction Consultants Inc,Dryfast Property Restoration,507 Windsor Drive,Suite 2,Secaucus,NJ,07094,8007188122,08/19/2024,08/31/2026,Expired
25-6HHB6-SHMO,Mold Remediation Contractor License (SH126),J. J. Pyles Wallcovering etc. LLC,,46 SUGAR MAPLE AVE,,Newfoundland,NJ,07435,3018014130,10/07/2025,10/31/2027,Active
23-6UKS9-SHMO,Mold Assessment Contractor License (SH125),J. William Restoration LLC,,584 Harvest Dr,,Rochester,NY,14626,5854553278,08/04/2023,08/31/2025,Expired
25-6tops-shmo,Mold Remediation Contractor License (SH126),Empire Building Diagnostics Inc,,400 Ingham Ave,,Lackawanna,NY,14218,7166854588,05/22/2025,05/31/2027,Active
01217,Mold Assessment Contractor License (SH125),Empire Inspectors LLC,,4 Taber Rd,,Shertman,CT,06784,9144338428,05/31/2018,05/31/2024,Expired
26-6LI3E-SHMO,Mold Assessment Contractor License (SH125),"Encorus Group Engineering, P.C.",,23 Mechanic Street,,Springville,NY,14141,7165923980,01/27/2026,01/31/2028,Active
01753,Mold Assessment Contractor License (SH125),"Energy Conservation Services, Inc.",,"210 Broadway, Po Box 116",,PORT EWEN,NY,12466,8453383864,07/06/2022,07/31/2024,Expired
01751,Mold Remediation Contractor License (SH126),Enviro Air Quality LLC,,"21 S Fulton St, Unit 14",,MONTAUK,NY,11954,6316686345,06/03/2022,06/30/2024,Expired
24-63ODO-SHMO,Mold Assessment Contractor License (SH125),Enviro-Pro UnLTD Corp.,,264 West 40th Street,Suite 602,New York,NY,10018,2128242024,10/21/2024,12/31/2026,Active
26-674LG-SHMO,Mold Assessment Contractor License (SH125),Enviro-sciences of Delaware Inc,,"781 Route 15 South,",2nd Floor,"Lake Hopatcong,",NJ,07849,9733988183,01/20/2026,01/31/2028,Active
26-6ZZUT-SHMO,Mold Assessment Contractor License (SH125),EnviroPro Inspection Services Inc.,,43 Linda Lane,,North Babylon,NY,11703,6315595775,01/21/2026,01/31/2028,Active
24-6ZUGZ-SHMO,Mold Assessment Contractor License (SH125),Environ Safety Corp.,,909 3rd Ave,,NEW YORK,NY,10150,6468084616,03/29/2024,03/31/2026,Expired
25-6IOS3-SHMO,Mold Assessment Contractor License (SH125),"Environmental Building Solutions, LLC",,494 8th Ave Suite 1403,,NEW YORK,NY,10001,5162389452,10/17/2025,10/31/2027,Active
24-631PG-SHMO,Mold Assessment Contractor License (SH125),"Environmental Consulting & Management Services, Inc.",,10 Filmont Drive,,New City,NY,10956,9145231523,10/31/2024,10/31/2026,Active
25-6IZL9-SHMO,Mold Assessment Contractor License (SH125),"Environmental Maintenance Contractors, Inc",,333 Lexington Ave,,MOUNT KISCO,NY,10549,9142327355,12/23/2025,12/31/2027,Active
25-6lu6e-shmo,Mold Assessment Contractor License (SH125),"Environmental Planning and Management, Inc.",,1983 Marcus Ave. Suite 109,,LAKE SUCCESS,NY,11042,5166720051,11/20/2025,01/31/2028,Active
23-6U159-SHMO,Mold Assessment Contractor License (SH125),"Environmental Testing & Consulting, Inc.",,38900 West Huron River Dr,,Romulus,MI,48174,7349556600,09/07/2023,09/30/2025,Expired
26-6ZIPR-SHMO,Mold Remediation Contractor License (SH126),Enviroscience Consultants LLC,,2150 Smithtown Avenue,Ste 3,Ronkonkoma,NY,11779,6315803191,02/25/2026,02/29/2028,Active
25-6UUH3-SHMO,Mold Remediation Contractor License (SH126),Envirotech Mold Specialists LLC,,981 E 10th Street,,BROOKLYN,NY,11230,8057858065,10/23/2025,10/31/2027,Active
26-6ZZFB-SHMO,Mold Remediation Contractor License (SH126),Eric Thomas,Property Maintenance Services,10 Pine Circle,,Mount Morris,NY,14510,5859054826,04/09/2026,04/30/2028,Active
24-6315T-SHMO,Mold Assessment Contractor License (SH125),Eru-Ken Consulting LLC,,"231 Steuben St, Ste 1J",,STATEN ISLAND,NY,10304,9175419238,11/01/2024,11/30/2026,Active
23-6LDO6-SHMO,Mold Assessment Contractor License (SH125),Estate Inspection Group Inc.,,4 Anasville Road,,Somers,NY,10589,9143238277,10/19/2023,12/31/2025,Expired
25-6UOYI-SHMO,Mold Assessment Contractor License (SH125),"Evmel Inspections and Energy Management, Inc.",Inspect-It 1st Property Inspections,446 East Meadow Ave Ste 238,,EAST MEADOW,NY,11554,5164832858,06/25/2025,06/30/2027,Active
25-6IPGV-SHMO,Mold Remediation Contractor License (SH126),Exclusive Testing Labs Inc,,60 Brook St,,CROTON ON HUDSON,NY,10520,7182392347,12/11/2025,12/31/2027,Active
26-6AGH7-SHMO,Mold Assessment Contractor License (SH125),"Expediant Environmental Solutions, LLC",,3657 Albany Post Road,,Poughkeepsie,NY,12601,8452291437,05/08/2026,05/31/2028,Active
26-6AS1K-SHMO,Mold Remediation Contractor License (SH126),Expert Mitigation Services LLC,,6403 Grimble Rd,,Canandaigua,NY,14424,5854094776,08/28/2026,08/31/2028,Active
24-6A7LZ-SHMO,Mold Assessment Contractor License (SH125),Express Mold Removal Corp.,,82-45 212th Street,,Queens Village,NY,11427,7187727725,08/07/2024,08/31/2026,Expired
24-63U79-SHMO,Mold Remediation Contractor License (SH126),FCS Group LLC,,60 Fadem Road,,Springfield,NJ,07081,9083011040,11/07/2024,11/30/2026,Active
25-644HY-SHMO,Mold Remediation Contractor License (SH126),FIRE SHIELD RESTORATION LLC,,Post Office Box 100621,,Brooklyn,NY,11210,3474418539,02/21/2025,02/28/2027,Active
24-6ZLIX-SHMO,Mold Assessment Contractor License (SH125),FOURDUBS INC,Royal Air Pros,18 Armour St,,LONG BEACH,NY,11561,5169868368,04/03/2024,04/30/2026,Expired
01826,Mold Assessment Contractor License (SH125),Fairview Home Inspection Services LLC,,50 Barrow Place,,STATEN ISLAND,NY,10309,7189664943,02/02/2023,02/28/2025,Expired
00119,Mold Remediation Contractor License (SH126),"Feels Like Home Fire Restoration, LLC",,660 Turk Hill Rd,,FAIRPORT,NY,14450,5857373052,01/05/2016,01/31/2024,Expired
24-6APU8-SHMO,Mold Remediation Contractor License (SH126),"Final Touch Restoration, Inc.",Rainbow Int'l of the North Shore,856-2 Johnson Ave.,,RONKONKOMA,NY,11779,6316489756,06/10/2024,04/30/2026,Expired
24-63P34-SHMO,Mold Remediation Contractor License (SH126),"Fire & Water Restoration, LLC",,7035 Van Buren Road,,Syracuse,NY,13209,3156350383,10/10/2024,10/31/2026,Active
25-6UBFO-SHMO,Mold Assessment Contractor License (SH125),First Environment Inc,,"10 PARK PL, BLDG 1A STE 504",,BUTLER,NJ,07045,9733340003,06/17/2025,06/30/2027,Active
01158,Mold Remediation Contractor License (SH126),"First Response, LLC",,142 22nd St,,BROOKLYN,NY,11232,2124312094,12/26/2017,04/30/2024,Expired
26-6iO4H-SHMO,Mold Remediation Contractor License (SH126),Flag-Clean Island LTD.,Flag Enterprises,840 WELLWOOD AVE,,Lindenhurst,NY,11757,6312269800,02/02/2026,02/29/2028,Active
01844,Mold Assessment Contractor License (SH125),Foot The Door Home Inspections LLC,,41 Irwin Ave,,MIDDLETOWN,NY,10940,8459789940,03/20/2023,03/31/2025,Expired
26-6LO1J-SHMO,Mold Remediation Contractor License (SH126),"Four Seasons Restoration, LLC",,125 Denton Avenue,,New Hyde Park,NY,11040,5166164300,01/23/2026,01/31/2028,Active
24-638TI-SHMO,Mold Remediation Contractor License (SH126),Franchise Contractor Group LLC,,2795 Westchester Ave,,Purchase,NY,10577,9147840050,09/17/2024,09/30/2026,Active
